Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
station01,1235,2024-11-12 12:15:18.797537,228.74,0.03,2.8,0.879,49.97,0.92
station01,1236,2024-11-12 12:15:18.829192,227.67,0.04,1.67,0.657,49.9,0.0
station01,1237,2024-11-12 12:15:18.860525,226.55,0.04,4.6,0.412,49.93,0.8
station01,1238,2024-11-12 12:15:18.898241,220.24,0.02,3.59,0.313,50.07,0.75
station01,1239,2024-11-12 12:15:18.932496,229.84,0.03,2.22,0.556,50.02,0.18
station01,1240,2024-11-12 12:15:18.965744,226.65,0.03,4.85,0.161,50.1,0.1
station01,1241,2024-11-12 12:15:18.997128,225.82,0.02,0.54,0.654,50.16,0.58
station01,1242,2024-11-12 12:15:19.027564,221.37,0.01,4.41,0.871,50.06,0.99
station01,1243,2024-11-12 12:15:19.062191,225.33,0.02,0.94,0.012,49.81,0.37
station01,1244,2024-11-12 12:15:19.093278,222.13,0.02,3.49,0.429,50.18,0.18
station01,1245,2024-11-12 12:15:19.125331,220.84,0.04,3.25,0.246,50.09,0.8
station01,1246,2024-11-12 12:15:19.155939,221.17,0.02,4.62,0.03,50.18,0.47
station01,1247,2024-11-12 12:15:19.185929,228.36,0.02,2.39,0.912,49.9,0.07
station01,1248,2024-11-12 12:15:19.218095,224.15,0.04,0.66,0.309,50.05,0.37
station01,1249,2024-11-12 12:15:19.249998,226.16,0.03,1.15,0.421,50.08,0.81
station01,1250,2024-11-12 12:15:19.282434,222.71,0.03,0.01,0.99,50.0,0.15
station01,1251,2024-11-12 12:15:19.315423,227.51,0.01,2.15,0.658,50.16,0.87
station01,1252,2024-11-12 12:15:19.345628,223.71,0.02,2.8,0.117,49.91,0.35
station01,1253,2024-11-12 12:15:19.376420,224.1,0.01,4.58,0.845,50.09,0.3
station01,1254,2024-11-12 12:15:19.406384,229.81,0.04,1.05,0.011,50.04,0.81
station01,1255,2024-11-12 12:15:19.438278,227.7,0.03,0.69,0.025,49.98,0.19
station01,1256,2024-11-12 12:15:19.471297,225.2,0.02,3.72,0.939,49.98,0.21
station01,1257,2024-11-12 12:15:19.503079,226.92,0.03,1.15,0.449,50.17,0.56
station01,1258,2024-11-12 12:15:19.534386,225.53,0.05,4.6,0.351,49.93,0.34
station01,1259,2024-11-12 12:15:19.565443,226.53,0.01,3.64,0.063,49.89,0.79
station01,1260,2024-11-12 12:15:19.598489,226.27,0.04,0.59,0.587,49.92,0.64
station01,1261,2024-11-12 12:15:19.628149,222.82,0.02,3.44,0.708,50.01,0.89
station01,1262,2024-11-12 12:15:19.661639,220.15,0.04,4.21,0.854,50.2,0.05
station01,1263,2024-11-12 12:15:19.691891,222.89,0.05,3.55,0.989,49.92,0.6
station01,1264,2024-11-12 12:15:19.722796,229.97,0.04,2.96,0.689,49.84,0.52
station01,1265,2024-11-12 12:15:19.755355,223.33,0.02,3.77,0.812,49.96,0.56
station01,1266,2024-11-12 12:15:19.787047,226.33,0.05,3.16,0.307,49.98,0.98
station01,1267,2024-11-12 12:15:19.818696,224.65,0.04,1.77,0.212,50.15,0.81
station01,1268,2024-11-12 12:15:19.850044,228.51,0.02,4.22,0.875,50.1,0.66
station01,1269,2024-11-12 12:15:19.882200,226.68,0.01,2.27,0.027,50.07,0.74
station01,1270,2024-11-12 12:15:19.912045,222.1,0.04,4.66,0.509,49.95,0.18
station01,1271,2024-11-12 12:15:19.941202,222.54,0.04,0.27,0.184,49.93,0.18
station01,1272,2024-11-12 12:15:19.976782,221.96,0.03,4.91,0.889,49.96,0.21
station01,1273,2024-11-12 12:15:20.010839,224.82,0.02,4.84,0.421,49.93,0.49
station01,1274,2024-11-12 12:15:20.042614,221.1,0.05,0.72,0.42,49.87,0.75
station01,1275,2024-11-12 12:15:20.072687,229.41,0.03,0.82,0.3,49.92,0.22
station01,1276,2024-11-12 12:15:20.103297,229.02,0.04,1.04,0.538,49.98,0.08
station01,1277,2024-11-12 12:15:20.132393,220.95,0.04,2.53,0.293,50.18,0.08
station01,1278,2024-11-12 12:15:20.165329,221.23,0.04,1.68,0.032,50.08,0.25
station01,1279,2024-11-12 12:15:20.197422,229.72,0.03,4.46,0.873,50.18,0.44
station01,1280,2024-11-12 12:15:20.226264,228.25,0.01,4.95,0.578,50.03,0.04
station01,1281,2024-11-12 12:15:20.254280,225.53,0.04,2.1,0.301,49.83,0.8
station01,1282,2024-11-12 12:15:20.284413,229.26,0.04,1.1,0.137,49.96,0.16
station01,1283,2024-11-12 12:15:20.311407,224.42,0.02,1.58,0.721,50.09,0.96
station01,1284,2024-11-12 12:15:20.340890,227.79,0.02,1.84,0.855,50.17,0.16
station01,1285,2024-11-12 12:15:20.370811,220.05,0.05,1.81,0.929,50.13,0.77
station01,1286,2024-11-12 12:15:20.401384,223.2,0.03,3.64,0.014,50.1,0.91
station01,1287,2024-11-12 12:15:20.431685,227.74,0.05,0.28,0.127,50.18,0.21
station01,1288,2024-11-12 12:15:20.462190,229.76,0.04,4.82,0.226,50.07,0.38
station01,1289,2024-11-12 12:15:20.492455,225.84,0.02,3.23,0.301,49.91,0.16
station01,1290,2024-11-12 12:15:20.521306,221.68,0.02,2.66,0.514,49.83,0.68
station01,1291,2024-11-12 12:15:20.551595,229.77,0.01,4.01,0.683,49.91,0.77
station01,1292,2024-11-12 12:15:20.587338,228.6,0.03,3.18,0.45,49.88,0.78
station01,1293,2024-11-12 12:15:20.619709,223.97,0.04,4.43,0.716,50.17,0.42
station01,1294,2024-11-12 12:15:20.652265,227.03,0.01,1.49,0.403,50.15,0.3
station01,1295,2024-11-12 12:15:20.685910,224.33,0.04,3.04,0.382,50.12,0.69
station01,1296,2024-11-12 12:15:20.718714,223.68,0.01,1.4,0.404,49.9,0.64
station01,1297,2024-11-12 12:15:20.750459,224.35,0.03,2.66,0.264,49.83,0.65
station01,1298,2024-11-12 12:15:20.780985,226.19,0.03,2.94,0.15,49.86,0.39
station01,1299,2024-11-12 12:15:20.810642,229.68,0.02,2.28,0.079,49.99,0.98
station01,1300,2024-11-12 12:15:20.838033,223.12,0.04,1.17,0.065,50.14,0.89
station01,1301,2024-11-12 12:15:20.868288,220.41,0.02,0.06,0.896,50.1,0.24
station01,1302,2024-11-12 12:15:20.900567,225.47,0.04,1.75,0.493,49.87,0.07
station01,1303,2024-11-12 12:15:20.931119,226.74,0.04,3.53,0.101,49.98,0.2
station01,1304,2024-11-12 12:15:20.960024,223.75,0.02,2.87,0.464,49.89,0.62
station01,1305,2024-11-12 12:15:20.990892,229.6,0.01,1.28,0.509,50.01,0.98
station01,1306,2024-11-12 12:15:21.020101,229.23,0.01,0.15,0.352,49.9,0.67
station01,1307,2024-11-12 12:15:21.053313,225.64,0.04,4.11,0.761,50.14,0.13
station01,1308,2024-11-12 12:15:21.081121,222.36,0.03,3.56,0.049,50.13,0.56
station01,1309,2024-11-12 12:15:21.115229,225.86,0.03,4.71,0.726,50.0,0.83
station01,1310,2024-11-12 12:15:21.147595,227.69,0.01,4.43,0.202,50.08,0.04
station01,1311,2024-11-12 12:15:21.179577,225.83,0.03,0.74,0.47,50.03,0.82
station01,1312,2024-11-12 12:15:21.210301,229.43,0.04,0.21,0.822,50.13,0.66
station01,1313,2024-11-12 12:15:21.242201,223.7,0.04,4.03,0.401,50.05,0.42
station01,1314,2024-11-12 12:15:21.289719,226.01,0.02,3.13,0.605,49.85,0.7
station01,1315,2024-11-12 12:15:21.319266,225.22,0.03,3.0,0.151,49.9,0.93
station01,1316,2024-11-12 12:15:21.348578,223.66,0.02,1.05,0.745,49.89,0.15
station01,1317,2024-11-12 12:15:21.377973,223.06,0.02,4.93,0.57,50.04,0.82
station01,1318,2024-11-12 12:15:21.407974,227.52,0.02,2.84,0.142,50.03,0.36
station01,1319,2024-11-12 12:15:21.440645,221.46,0.04,2.39,0.696,50.15,0.63
station01,1320,2024-11-12 12:15:21.469881,226.0,0.02,4.8,0.009,49.82,0.35
station01,1321,2024-11-12 12:15:21.499466,220.63,0.04,2.51,0.565,50.0,0.01
station01,1322,2024-11-12 12:15:21.530461,222.28,0.03,4.92,0.485,49.89,0.0
station01,1323,2024-11-12 12:15:21.561424,225.67,0.05,4.51,0.593,50.01,0.46
station01,1324,2024-11-12 12:15:21.588249,225.89,0.04,2.63,0.695,49.85,0.42
station01,1325,2024-11-12 12:15:21.618617,222.04,0.05,4.82,0.154,50.13,0.43
station01,1326,2024-11-12 12:15:21.680341,220.47,0.02,1.34,0.204,50.03,0.74
station01,1327,2024-11-12 12:15:21.710826,229.04,0.03,4.45,0.261,50.13,0.68
station01,1328,2024-11-12 12:15:21.740434,220.44,0.05,2.39,0.244,50.0,0.29
station01,1329,2024-11-12 12:15:21.770319,228.58,0.01,0.65,0.661,50.07,0.62
station01,1330,2024-11-12 12:15:21.800681,226.3,0.03,2.82,0.489,49.96,0.2
station01,1331,2024-11-12 12:15:21.833663,228.2,0.04,0.81,0.751,49.94,0.1
station01,1332,2024-11-12 12:15:21.904682,221.31,0.04,1.92,0.172,49.98,0.21
station01,1333,2024-11-12 12:15:21.937052,228.22,0.05,1.37,0.864,49.81,0.54
station01,1334,2024-11-12 12:15:21.967650,227.98,0.04,2.3,0.961,50.03,0.19
station01,1335,2024-11-12 12:15:22.000120,223.9,0.04,1.5,0.922,50.13,0.89
station01,1336,2024-11-12 12:15:22.029013,226.59,0.03,3.01,0.51,49.86,0.03
station01,1337,2024-11-12 12:15:22.058909,221.66,0.02,0.73,0.635,50.06,0.17
station01,1338,2024-11-12 12:15:22.116562,222.79,0.02,0.04,0.096,50.08,0.88
station01,1339,2024-11-12 12:15:22.147062,227.72,0.02,3.02,0.236,50.08,0.37
station01,1340,2024-11-12 12:15:22.177602,226.32,0.02,4.21,0.874,49.95,0.1
station01,1341,2024-11-12 12:15:22.207168,222.79,0.02,4.41,0.408,49.83,0.58
station01,1342,2024-11-12 12:15:22.241094,228.92,0.03,3.92,0.597,50.01,0.76
station01,1343,2024-11-12 12:15:22.270920,224.78,0.02,3.43,0.48,49.99,0.44
station01,1344,2024-11-12 12:15:22.323279,220.61,0.02,0.99,0.868,50.14,0.3
station01,1345,2024-11-12 12:15:22.353929,225.5,0.03,2.4,0.067,49.9,0.59
station01,1346,2024-11-12 12:15:22.383496,225.68,0.04,2.09,0.328,50.12,0.8
station01,1347,2024-11-12 12:15:22.413575,229.69,0.03,4.49,0.04,50.17,0.58
station01,1348,2024-11-12 12:15:22.445795,228.0,0.04,2.78,0.47,50.17,0.93
station01,1349,2024-11-12 12:15:22.475734,226.11,0.03,0.39,0.075,50.07,0.09
station01,1350,2024-11-12 12:15:22.507935,223.43,0.04,3.13,0.457,49.86,0.59
station01,1351,2024-11-12 12:15:22.550157,224.67,0.02,2.32,0.393,50.17,0.01
station01,1352,2024-11-12 12:15:22.582921,222.85,0.01,2.41,0.129,50.03,0.4
station01,1353,2024-11-12 12:15:22.617735,226.01,0.02,0.66,0.288,50.14,0.39
station01,1354,2024-11-12 12:15:22.657370,220.03,0.01,1.4,0.232,49.84,0.0
station01,1355,2024-11-12 12:15:22.690140,228.38,0.02,2.33,0.192,50.08,0.98
station01,1356,2024-11-12 12:15:22.726260,228.0,0.04,2.7,0.437,49.99,0.33
station01,1357,2024-11-12 12:15:22.801173,220.42,0.05,4.78,0.008,50.07,0.84
station01,1358,2024-11-12 12:15:22.835085,224.19,0.03,3.44,0.224,50.03,0.1
station01,1359,2024-11-12 12:15:22.865921,224.13,0.04,4.16,0.617,50.01,0.02
station01,1360,2024-11-12 12:15:22.897411,221.61,0.04,3.55,0.468,50.04,0.09
station01,1361,2024-11-12 12:15:22.928796,221.84,0.01,1.04,0.307,50.16,0.03
station01,1362,2024-11-12 12:15:22.959708,229.36,0.03,3.46,0.112,50.19,0.62
station01,1363,2024-11-12 12:15:22.992129,220.81,0.04,0.07,0.741,50.0,0.71
station01,1364,2024-11-12 12:15:23.031711,223.73,0.01,0.46,0.307,50.1,0.34
station01,1365,2024-11-12 12:15:23.060908,229.64,0.03,2.9,0.396,49.83,0.37
station01,1366,2024-11-12 12:15:23.094306,223.7,0.03,1.78,0.8,49.8,0.34
station01,1367,2024-11-12 12:15:23.123514,225.6,0.01,1.6,0.442,50.06,0.14
station01,1368,2024-11-12 12:15:23.157005,220.72,0.03,0.84,0.523,50.09,0.06
station01,1369,2024-11-12 12:15:23.188634,223.87,0.02,3.15,0.884,49.96,0.97
station01,1370,2024-11-12 12:15:23.218077,223.41,0.05,4.37,0.336,49.93,0.74
station01,1371,2024-11-12 12:15:23.249411,229.98,0.04,0.85,0.817,50.09,0.95
station01,1372,2024-11-12 12:15:23.281032,229.42,0.02,4.35,0.323,49.92,0.53
station01,1373,2024-11-12 12:15:23.310875,222.93,0.02,4.03,0.345,49.81,0.14
station01,1374,2024-11-12 12:15:23.342042,224.14,0.02,2.61,0.235,49.83,0.86
station01,1375,2024-11-12 12:15:23.373562,223.28,0.04,0.04,0.5,49.99,0.02
station01,1376,2024-11-12 12:15:23.404115,228.01,0.04,1.62,0.266,50.01,0.24
station01,1377,2024-11-12 12:15:23.434462,224.16,0.05,2.43,0.071,49.92,0.42
station01,1378,2024-11-12 12:15:23.466854,225.43,0.02,4.83,0.118,49.84,0.75
station01,1379,2024-11-12 12:15:23.496178,229.54,0.02,4.5,0.817,49.94,0.8
station01,1380,2024-11-12 12:15:23.527563,225.81,0.04,4.08,0.095,49.89,0.76
station01,1381,2024-11-12 12:15:23.557621,220.41,0.04,4.2,0.552,49.89,0.25
station01,1382,2024-11-12 12:15:23.588735,225.86,0.03,0.09,0.909,50.03,0.45
station01,1383,2024-11-12 12:15:23.619264,221.53,0.01,0.86,0.05,50.08,0.2
station01,1384,2024-11-12 12:15:23.648922,222.57,0.04,2.05,0.05,50.12,0.02
station01,1385,2024-11-12 12:15:23.679500,222.49,0.04,4.22,0.742,50.11,0.55
station01,1386,2024-11-12 12:15:23.711867,228.16,0.02,4.15,0.795,50.06,0.04
station01,1387,2024-11-12 12:15:23.742501,227.19,0.01,2.14,0.91,50.04,0.94
station01,1388,2024-11-12 12:15:23.772888,223.68,0.03,0.2,0.704,49.98,0.75
station01,1389,2024-11-12 12:15:23.805191,229.5,0.02,2.14,0.765,50.13,0.52
station01,1390,2024-11-12 12:15:23.837648,220.58,0.04,0.87,0.2,49.83,0.56
station01,1391,2024-11-12 12:15:23.871895,220.65,0.02,1.07,0.83,50.09,0.7
station01,1392,2024-11-12 12:15:23.903745,224.64,0.05,0.49,0.387,49.85,0.82
station01,1393,2024-11-12 12:15:23.933238,221.11,0.05,4.24,0.957,49.92,0.02
station01,1394,2024-11-12 12:15:23.965040,227.94,0.01,3.82,0.419,49.96,0.95
station01,1395,2024-11-12 12:15:23.994741,223.68,0.04,4.55,0.465,50.19,0.47
station01,1396,2024-11-12 12:15:24.024966,224.53,0.01,3.47,0.114,49.9,0.69
station01,1397,2024-11-12 12:15:24.056739,223.82,0.03,0.88,0.737,50.16,0.67
station01,1398,2024-11-12 12:15:24.087412,229.2,0.02,2.68,0.366,49.9,0.61
station01,1399,2024-11-12 12:15:24.119448,227.73,0.03,2.64,0.77,49.95,0.57
station01,1400,2024-11-12 12:15:24.149245,224.61,0.01,2.66,0.462,50.13,0.03
station01,1401,2024-11-12 12:15:24.177450,221.59,0.05,2.74,0.856,50.16,0.76
station01,1402,2024-11-12 12:15:24.207465,229.71,0.03,3.6,0.201,49.87,0.44
station01,1403,2024-11-12 12:15:24.237100,223.12,0.03,4.27,0.49,50.2,0.88
station01,1404,2024-11-12 12:15:24.266705,221.7,0.03,1.91,0.185,50.11,0.87
station01,1405,2024-11-12 12:15:24.296658,228.13,0.02,1.38,0.381,50.15,0.61
station01,1406,2024-11-12 12:15:24.326460,224.62,0.05,0.46,0.721,50.07,0.44
station01,1407,2024-11-12 12:15:24.354853,221.74,0.03,3.87,0.25,50.07,0.38
station01,1408,2024-11-12 12:15:24.384217,221.28,0.01,0.81,0.285,50.1,0.15
station01,1409,2024-11-12 12:15:24.417284,221.55,0.04,2.63,0.98,50.07,0.46
station01,1410,2024-11-12 12:15:24.448790,222.09,0.04,3.23,0.128,49.81,0.58
station01,1411,2024-11-12 12:15:24.484326,226.06,0.04,2.38,0.967,49.99,0.81
station01,1412,2024-11-12 12:15:24.514646,227.77,0.03,3.23,0.601,50.06,0.2
station01,1413,2024-11-12 12:15:24.546672,224.42,0.01,0.24,0.278,50.16,0.51
station01,1414,2024-11-12 12:15:24.579477,221.94,0.02,3.96,0.126,50.04,0.29
station01,1415,2024-11-12 12:15:24.616263,226.83,0.04,4.01,0.255,49.97,0.18
station01,1416,2024-11-12 12:15:24.648449,222.37,0.01,1.27,0.275,49.87,0.75
station01,1417,2024-11-12 12:15:24.680912,220.49,0.02,3.35,0.779,50.06,0.07
station01,1418,2024-11-12 12:15:24.710763,221.84,0.03,3.53,0.781,50.01,0.32
station01,1419,2024-11-12 12:15:24.741920,227.4,0.04,3.28,0.578,50.07,0.45
station01,1420,2024-11-12 12:15:24.774886,226.05,0.04,3.32,0.258,49.97,0.99
station01,1421,2024-11-12 12:15:24.805784,221.18,0.04,1.9,0.197,50.1,0.7
station01,1422,2024-11-12 12:15:24.850602,223.81,0.02,1.61,0.169,49.86,0.91
station01,1423,2024-11-12 12:15:24.884392,226.71,0.02,1.37,0.101,50.1,0.45
station01,1424,2024-11-12 12:15:24.912579,220.53,0.01,0.29,0.396,49.87,0.75
station01,1425,2024-11-12 12:15:24.948820,224.98,0.05,1.06,0.722,49.85,0.99
station01,1426,2024-11-12 12:15:24.982365,227.45,0.03,1.55,0.742,49.82,0.14
station01,1427,2024-11-12 12:15:25.012480,229.57,0.05,4.57,0.898,49.91,0.41
station01,1428,2024-11-12 12:15:25.041755,228.77,0.02,1.93,0.839,50.19,0.08
station01,1429,2024-11-12 12:15:25.071947,221.34,0.02,4.87,0.972,50.14,0.03
station01,1430,2024-11-12 12:15:25.102936,226.38,0.04,3.52,0.53,49.8,0.43
station01,1431,2024-11-12 12:15:25.135239,223.17,0.03,0.32,0.111,49.91,0.26
station01,1432,2024-11-12 12:15:25.165433,227.02,0.04,0.14,0.48,50.13,0.37
station01,1433,2024-11-12 12:15:25.197165,228.01,0.02,0.59,0.908,50.11,0.76
station01,1434,2024-11-12 12:15:25.226633,222.89,0.01,0.19,0.324,50.0,0.12
station01,1435,2024-11-12 12:15:25.260522,227.1,0.02,3.96,0.471,49.82,0.68
station01,1436,2024-11-12 12:15:25.290843,223.1,0.04,4.42,0.292,50.19,0.66
station01,1437,2024-11-12 12:15:25.320997,229.76,0.03,1.72,0.204,49.97,0.38
station01,1438,2024-11-12 12:15:25.350683,221.85,0.04,1.12,0.944,49.95,0.92
station01,1439,2024-11-12 12:15:25.383078,221.72,0.02,4.15,0.655,49.8,0.15
station01,1440,2024-11-12 12:15:25.416509,225.05,0.02,1.79,0.178,50.03,0.22
station01,1441,2024-11-12 12:15:25.447509,227.3,0.05,1.31,0.711,50.17,0.03
station01,1442,2024-11-12 12:15:25.478399,221.73,0.03,3.94,0.241,49.96,0.03
station01,1443,2024-11-12 12:15:25.510089,221.09,0.02,4.63,0.333,50.19,0.1
station01,1444,2024-11-12 12:15:25.539810,222.72,0.02,2.42,0.528,50.04,0.44
station01,1445,2024-11-12 12:15:25.570966,221.05,0.04,2.5,0.06,49.82,0.3
station01,1446,2024-11-12 12:15:25.603387,228.59,0.04,2.5,0.607,50.03,0.86
station01,1447,2024-11-12 12:15:25.637354,226.95,0.04,2.94,0.064,49.9,0.43
station01,1448,2024-11-12 12:15:25.670705,220.72,0.03,2.27,0.9,50.05,0.74
station01,1449,2024-11-12 12:15:25.702872,226.92,0.05,2.53,0.578,50.1,0.85
station01,1450,2024-11-12 12:15:25.735060,223.76,0.04,4.17,0.611,49.92,0.7
station01,1451,2024-11-12 12:15:25.769108,225.59,0.05,2.51,0.963,49.89,0.88
station01,1452,2024-11-12 12:15:25.804253,229.69,0.03,2.55,0.506,49.97,0.91
station01,1453,2024-11-12 12:15:25.835669,221.89,0.01,3.26,0.155,49.93,0.49
station01,1454,2024-11-12 12:15:25.893907,220.35,0.02,0.02,0.601,50.17,0.36
station01,1455,2024-11-12 12:15:25.920947,224.93,0.03,2.54,0.489,50.04,0.72
station01,1456,2024-11-12 12:15:25.952447,222.82,0.01,1.46,0.534,49.92,0.07
station01,1457,2024-11-12 12:15:25.982889,223.73,0.01,3.19,0.053,49.91,0.65
station01,1458,2024-11-12 12:15:26.017708,224.47,0.01,4.42,0.151,50.01,0.06
station01,1459,2024-11-12 12:15:26.049510,227.13,0.03,3.15,0.839,50.02,0.75
station01,1460,2024-11-12 12:15:26.080196,229.28,0.05,2.88,0.809,49.9,0.52
station01,1461,2024-11-12 12:15:26.110425,221.34,0.02,1.52,0.086,49.83,0.91
station01,1462,2024-11-12 12:15:26.142351,229.0,0.03,2.07,0.672,50.17,0.7
station01,1463,2024-11-12 12:15:26.171526,222.44,0.01,3.53,0.315,49.86,0.44
station01,1464,2024-11-12 12:15:26.201216,222.62,0.05,1.2,0.202,49.89,0.24
station01,1465,2024-11-12 12:15:26.233600,223.89,0.01,2.88,0.943,50.18,0.95
station01,1466,2024-11-12 12:15:26.262341,220.36,0.05,4.91,0.174,49.88,0.93
station01,1467,2024-11-12 12:15:26.291122,224.48,0.04,2.64,0.874,50.18,0.08
station01,1468,2024-11-12 12:15:26.322638,224.41,0.02,3.08,0.313,50.08,0.61
station01,1469,2024-11-12 12:15:26.351934,221.89,0.02,0.77,0.735,49.91,0.69
station01,1470,2024-11-12 12:15:26.383829,226.24,0.04,3.29,0.802,50.15,0.37
station01,1471,2024-11-12 12:15:26.415196,227.46,0.05,2.87,0.235,50.13,0.4
station01,1472,2024-11-12 12:15:26.445135,221.82,0.05,2.14,0.726,50.12,0.2
station01,1473,2024-11-12 12:15:26.474326,229.37,0.04,0.13,0.009,49.91,0.32
station01,1474,2024-11-12 12:15:26.504105,225.55,0.02,4.94,0.414,49.83,0.64
station01,1475,2024-11-12 12:15:26.533728,220.58,0.01,2.04,0.89,50.09,0.26
station01,1476,2024-11-12 12:15:26.564980,227.49,0.01,3.91,0.16,50.05,0.88
station01,1477,2024-11-12 12:15:26.598746,221.71,0.03,3.32,0.683,50.12,0.71
station01,1478,2024-11-12 12:15:26.630207,225.23,0.03,4.81,0.007,50.02,0.03
station01,1479,2024-11-12 12:15:26.698265,229.32,0.02,0.3,0.565,50.19,0.77
station01,1480,2024-11-12 12:15:26.731044,229.51,0.03,1.56,0.649,50.04,0.41
station01,1481,2024-11-12 12:15:26.762358,226.79,0.02,3.62,0.126,49.83,0.9
station01,1482,2024-11-12 12:15:26.795196,222.83,0.05,2.75,0.118,49.8,0.12
station01,1483,2024-11-12 12:15:26.825748,228.94,0.02,3.12,0.996,49.81,0.0
station01,1484,2024-11-12 12:15:26.857893,226.77,0.03,1.97,0.366,50.04,0.49
station01,1485,2024-11-12 12:15:26.922510,228.79,0.01,2.38,0.992,50.14,1.0
station01,1486,2024-11-12 12:15:26.956339,227.17,0.03,2.43,0.772,49.85,0.95
station01,1487,2024-11-12 12:15:26.988276,225.75,0.04,4.27,0.913,50.01,0.38
station01,1488,2024-11-12 12:15:27.020969,223.13,0.03,1.0,0.015,50.15,0.02
station01,1489,2024-11-12 12:15:27.051875,221.41,0.02,1.81,0.966,50.09,0.51
station01,1490,2024-11-12 12:15:27.083560,227.18,0.04,0.98,0.035,50.0,0.92
station01,1491,2024-11-12 12:15:27.141090,226.82,0.04,0.85,0.987,50.02,0.84
station01,1492,2024-11-12 12:15:27.174972,220.25,0.04,1.68,0.382,50.12,0.58
station01,1493,2024-11-12 12:15:27.209934,220.6,0.04,4.24,0.78,50.02,0.44
station01,1494,2024-11-12 12:15:27.241741,226.16,0.01,3.2,0.6,49.84,0.17
station01,1495,2024-11-12 12:15:27.272885,225.28,0.01,0.65,0.231,49.83,0.18
station01,1496,2024-11-12 12:15:27.305841,228.87,0.04,4.89,0.787,49.91,0.52
station01,1497,2024-11-12 12:15:27.363785,224.93,0.02,2.39,0.006,49.9,0.84
station01,1498,2024-11-12 12:15:27.396483,224.92,0.02,2.19,0.196,50.13,0.91
station01,1499,2024-11-12 12:15:27.427333,225.19,0.02,0.96,0.518,50.05,0.3
station01,1500,2024-11-12 12:15:27.457504,226.77,0.02,1.41,0.85,49.82,0.48
station01,1501,2024-11-12 12:15:27.489913,223.66,0.01,4.13,0.961,49.9,0.76
station01,1502,2024-11-12 12:15:27.520841,229.93,0.03,0.42,0.786,50.14,0.45
station01,1503,2024-11-12 12:15:27.558951,229.72,0.04,3.97,0.201,49.8,0.96
station01,1504,2024-11-12 12:15:27.591835,224.1,0.04,3.09,0.968,49.83,0.22
station01,1505,2024-11-12 12:15:27.624055,222.06,0.01,2.03,0.892,50.04,0.9
station01,1506,2024-11-12 12:15:27.661425,224.06,0.02,0.51,0.82,50.02,0.06
station01,1507,2024-11-12 12:15:27.691929,220.71,0.04,3.51,0.843,50.05,0.08
station01,1508,2024-11-12 12:15:27.721480,229.69,0.03,2.4,0.781,50.04,0.53
station01,1509,2024-11-12 12:15:27.789024,229.8,0.02,1.76,0.778,50.12,0.13
station01,1510,2024-11-12 12:15:27.823297,227.09,0.03,3.46,0.949,49.84,0.64
station01,1511,2024-11-12 12:15:27.856134,230.0,0.02,1.69,0.001,50.17,0.08
station01,1512,2024-11-12 12:15:27.888190,227.7,0.03,2.26,0.237,50.14,0.66
station01,1513,2024-11-12 12:15:28.009020,224.98,0.04,1.05,0.03,50.08,0.61
station01,1514,2024-11-12 12:15:28.134693,228.77,0.02,3.02,0.318,49.9,0.95
station01,1515,2024-11-12 12:15:28.261193,227.8,0.02,2.72,0.851,49.84,0.92
station01,1516,2024-11-12 12:15:28.387105,222.46,0.05,4.87,0.059,49.81,0.12
station01,1517,2024-11-12 12:15:28.421968,226.69,0.04,0.75,0.362,50.02,0.42
station01,1518,2024-11-12 12:15:28.541278,225.63,0.03,4.6,0.919,49.95,0.68
station01,1519,2024-11-12 12:15:28.575973,228.35,0.03,0.84,0.129,50.02,0.58
station01,1520,2024-11-12 12:15:28.606189,224.7,0.01,4.25,0.437,50.04,0.16
station01,1521,2024-11-12 12:15:28.648868,220.78,0.04,2.39,0.216,50.07,0.58
station01,1522,2024-11-12 12:15:28.679213,220.27,0.01,1.59,0.657,49.95,0.02
station01,1523,2024-11-12 12:15:28.710271,229.08,0.01,2.23,0.522,49.97,0.51
station01,1524,2024-11-12 12:15:28.741736,226.13,0.01,3.92,0.725,49.84,0.4
station01,1525,2024-11-12 12:15:28.776788,229.06,0.02,4.36,0.579,50.09,0.74
station01,1526,2024-11-12 12:15:28.816621,221.89,0.03,1.15,0.589,50.19,0.41
station01,1527,2024-11-12 12:15:28.850691,224.77,0.05,1.4,0.322,50.13,0.26
station01,1528,2024-11-12 12:15:28.882603,221.64,0.05,4.51,0.5,49.87,0.17
station01,1529,2024-11-12 12:15:28.915028,220.8,0.04,0.62,0.074,50.15,0.98
station01,1530,2024-11-12 12:15:28.949892,222.6,0.05,2.38,0.523,49.82,0.12
station01,1531,2024-11-12 12:15:28.982278,229.52,0.04,4.46,0.496,49.91,0.53
station01,1532,2024-11-12 12:15:29.015600,222.61,0.03,4.5,0.152,49.87,0.11
station01,1533,2024-11-12 12:15:29.049496,221.27,0.02,3.0,0.062,50.12,0.22
station01,1534,2024-11-12 12:15:29.081674,226.68,0.03,2.04,0.69,50.13,0.34
